Team1,Result,Winner,Toss,Bat,Team2,Ground,Start Date,Host_Country,Venue_Team 1,Venue_Team 2,Inning_Team1,Inning_Team2,Team1_Toss,Margin,Team2_Toss,pitch,Winner_Inning,pitchn
Australia,won,Australia,won,2nd,India,Melbourne,17-Jan-16,Australia,Home,Away,2nd,first,won,3 wickets,lost,fast/ bouncy,2ndinningwinner,fast/ high bounce
India,lost,Australia,lost,first,Australia,Melbourne,17-Jan-16,Australia,Away,Home,first,2nd,lost,3 wickets,won,fast/ bouncy,2ndinningwinner,fast/ high bounce
Australia,won,Australia,won,first,India,Canberra,20-Jan-16,Australia,Home,Away,first,2nd,won,25 runs,lost, fast/ dusty/bouncy/dry,1stinningwinner,fast/ high bounce
India,lost,Australia,lost,2nd,Australia,Canberra,20-Jan-16,Australia,Away,Home,2nd,first,lost,25 runs,won, fast/ dusty/bouncy/dry,1stinningwinner,fast/ high bounce
India,won,India,won,2nd,Australia,Sydney,23-Jan-16,Australia,Home,Away,2nd,first,won,6 wickets,lost,fast/ dusty/bouncy/dry,2ndinningwinner,fast/ high bounce
Australia,lost,India,lost,first,India,Sydney,23-Jan-16,Australia,Home,Away,first,2nd,lost,6 wickets,won,fast/ dusty/bouncy/dry,2ndinningwinner,fast/ high bounce
New Zealand,won,New Zealand,lost,first,Pakistan,Wellington,25-Jan-16,New Zealand,Home,Away,first,2nd,lost,70 runs,won,fast/green/bouncy,1stinningwinner,fast/green/swing/bouncy
New Zealand,won,New Zealand,lost,2nd,Pakistan,Auckland,31-Jan-16,New Zealand,Home,Away,2nd,first,lost,3 wickets,won,green/fast/bouncy,2ndinningwinner,fast/green/swing/bouncy
New Zealand,won,New Zealand,lost,first,Australia,Auckland,3-Feb-16,New Zealand,Home,Away,first,2nd,lost,159 runs,won,green/fast/bouncy,1stinningwinner,fast/green/swing/bouncy
Australia,lost,New Zealand,won,2nd,New Zealand,Auckland,3-Feb-16,New Zealand,Away,Home,2nd,first,won,159 runs,lost,green/fast/bouncy,1stinningwinner,fast/green/swing/bouncy
Bangladesh,lost,Afghanistan,won,2nd,Afghanistan,Fatullah,1-Mar-14,Bangladesh,Home,Away,2nd,first,won,32 runs,lost,slow/dead/flat,1stinningwinner,slow/dusty
Pakistan,won,Pakistan,won,2nd,India,Dhaka,2-Mar-14,Bangladesh,Neutral,Neutral,2nd,first,won,1 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
India,lost,Pakistan,lost,first,Pakistan,Dhaka,2-Mar-14,Bangladesh,Neutral,Neutral,first,2nd,lost,1 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
England,won,England,won,2nd,West Indies,North Sound,2-Mar-14,West Indies,Away,Home,2nd,first,won,3 wickets,lost, slow/low/dusty ,2ndinningwinner,slow/dusty
West Indies,lost,England,lost,first,England,North Sound,2-Mar-14,West Indies,Home,Away,first,2nd,lost,3 wickets,won, slow/low/dusty ,2ndinningwinner,slow/dusty
Sri Lanka,won,Sri Lanka,won,first,Afghanistan,Dhaka,3-Mar-14,Bangladesh,Neutral,Neutral,first,2nd,won,129 runs,lost,slow/low/dusty,1stinningwinner,slow/dusty
Afghanistan,lost,Sri Lanka,lost,2nd,Sri Lanka,Dhaka,3-Mar-14,Bangladesh,Neutral,Neutral,2nd,first,lost,129 runs,won,slow/low/dusty,1stinningwinner,slow/dusty
Pakistan,won,Pakistan,lost,2nd,Bangladesh,Dhaka,4-Mar-14,Bangladesh,Away,Home,2nd,first,lost,3 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
Bangladesh,lost,Pakistan,won,first,Pakistan,Dhaka,4-Mar-14,Bangladesh,Home,Away,first,2nd,won,3 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
India,won,India,won,2nd,Afghanistan,Dhaka,5-Mar-14,Bangladesh,Neutral,Neutral,2nd,first,won,8 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
Afghanistan,lost,India,lost,first,India,Dhaka,5-Mar-14,Bangladesh,Neutral,Neutral,first,2nd,lost,8 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
England,won,England,lost,first,West Indies,North Sound,5-Mar-14,West Indies,Away,Home,first,2nd,lost,25 runs,won, slow/low/dusty ,1stinningwinner,slow/dusty
West Indies,lost,England,won,2nd,England,North Sound,5-Mar-14,West Indies,Home,Away,2nd,first,won,25 runs,lost, slow/low/dusty ,1stinningwinner,slow/dusty
Sri Lanka,won,Sri Lanka,lost,2nd,Bangladesh,Dhaka,6-Mar-14,Bangladesh,Away,Home,2nd,first,lost,3 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
Bangladesh,lost,Sri Lanka,won,first,Sri Lanka,Dhaka,6-Mar-14,Bangladesh,Home,Away,first,2nd,won,3 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
Sri Lanka,won,Sri Lanka,lost,2nd,Pakistan,Dhaka,8-Mar-14,Bangladesh,Neutral,Neutral,2nd,first,lost,5 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
Pakistan,lost,Sri Lanka,won,first,Sri Lanka,Dhaka,8-Mar-14,Bangladesh,Neutral,Neutral,first,2nd,won,5 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
Sri Lanka,won,Sri Lanka,lost,first,Ireland,Dublin,6-May-14,Ireland,Away,Home,first,2nd,lost,79 runs,won, fast/green/bouncy,1stinningwinner,fast/green/bouncy
Ireland,lost,Sri Lanka,won,2nd,Sri Lanka,Dublin,6-May-14,Ireland,Home,Away,2nd,first,won,79 runs,lost, fast/green/bouncy,1stinningwinner,fast/green/bouncy
England,won,England,lost,first,Sri Lanka,The Oval,22-May-14,England,Home,Away,first,2nd,lost,81 runs,won,green/bouncy,1stinningwinner,fast/green/bouncy/swing
Sri Lanka,lost,England,won,2nd,England,The Oval,22-May-14,England,Away,Home,2nd,first,won,81 runs,lost,green/bouncy,1stinningwinner,fast/green/bouncy/swing
Sri Lanka,won,Sri Lanka,lost,first,England,Chester-le-Street,25-May-14,England,Away,Home,first,2nd,lost,157 runs,won, green/bouncy,1stinningwinner,fast/green/bouncy/swing
England,lost,Sri Lanka,won,2nd,Sri Lanka,Chester-le-Street,25-May-14,England,Home,Away,2nd,first,won,157 runs,lost, green/bouncy,1stinningwinner,fast/green/bouncy/swing
England,won,England,won,2nd,Sri Lanka,Manchester,28-May-14,England,Home,Away,2nd,first,won,10 wickets,lost, green/bouncy,2ndinningwinner,fast/green/bouncy/swing
Sri Lanka,lost,England,lost,first,England,Manchester,28-May-14,England,Away,Home,first,2nd,lost,10 wickets,won, green/bouncy,2ndinningwinner,fast/green/bouncy/swing
Sri Lanka,won,Sri Lanka,lost,first,England,Lords,31-May-14,England,Away,Home,first,2nd,lost,7 runs,won,green,1stinningwinner,fast/green/bouncy/swing
England,lost,Sri Lanka,won,2nd,Sri Lanka,Lords,31-May-14,England,Home,Away,2nd,first,won,7 runs,lost,green,1stinningwinner,fast/green/bouncy/swing
Sri Lanka,won,Sri Lanka,lost,2nd,England,Birmingham,3-Jun-14,England,Away,Home,2nd,first,lost,6 wickets,won, fast/green/bouncy,2ndinningwinner,fast/green/bouncy/swing
England,lost,Sri Lanka,won,first,Sri Lanka,Birmingham,3-Jun-14,England,Home,Away,first,2nd,won,6 wickets,lost, fast/green/bouncy,2ndinningwinner,fast/green/bouncy/swing
India,won,India,lost,2nd,Bangladesh,Dhaka,15-Jun-14,Bangladesh,Away,Home,2nd,first,lost,7 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
Bangladesh,lost,India,won,first,India,Dhaka,15-Jun-14,Bangladesh,Home,Away,first,2nd,won,7 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
India,won,India,lost,first,Bangladesh,Dhaka,17-Jun-14,Bangladesh,Away,Home,first,2nd,lost,47 runs,won,slow/low/dusty,1stinningwinner,slow/dusty
Bangladesh,lost,India,won,2nd,India,Dhaka,17-Jun-14,Bangladesh,Home,Away,2nd,first,won,47 runs,lost,slow/low/dusty,1stinningwinner,slow/dusty
South Africa,won,South Africa,won,first,Sri Lanka,Colombo (RPS),6-Jul-14,Sri Lanka,Away,Home,first,2nd,won,75 runs,lost,dry/dusty,1stinningwinner,dry/dusty
Sri Lanka,lost,South Africa,lost,2nd,South Africa,Colombo (RPS),6-Jul-14,Sri Lanka,Home,Away,2nd,first,lost,75 runs,won,dry/dusty,1stinningwinner,dry/dusty
Sri Lanka,won,Sri Lanka,won,first,South Africa,Pallekele,9-Jul-14,Sri Lanka,Home,Away,first,2nd,won,87 runs,lost,dry/dusty,1stinningwinner,dry/dusty
South Africa,lost,Sri Lanka,lost,2nd,Sri Lanka,Pallekele,9-Jul-14,Sri Lanka,Away,Home,2nd,first,lost,87 runs,won,dry/dusty,1stinningwinner,dry/dusty
South Africa,won,South Africa,won,first,Sri Lanka,Hambantota,12-Jul-14,Sri Lanka,Away,Home,first,2nd,won,82 runs,lost,slow/low/dusty,1stinningwinner,dry/dusty
Sri Lanka,lost,South Africa,lost,2nd,South Africa,Hambantota,12-Jul-14,Sri Lanka,Home,Away,2nd,first,lost,82 runs,won,slow/low/dusty,1stinningwinner,dry/dusty
Zimbabwe,won,Zimbabwe,won,2nd,Afghanistan,Bulawayo,18-Jul-14,Zimbabwe,Home,Away,2nd,first,won,6 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Afghanistan,lost,Zimbabwe,lost,first,Zimbabwe,Bulawayo,18-Jul-14,Zimbabwe,Away,Home,first,2nd,lost,6 wickets,won,slow/low,2ndinningwinner,slow/dusty
Zimbabwe,won,Zimbabwe,won,2nd,Afghanistan,Bulawayo,20-Jul-14,Zimbabwe,Home,Away,2nd,first,won,8 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Afghanistan,lost,Zimbabwe,lost,first,Zimbabwe,Bulawayo,20-Jul-14,Zimbabwe,Away,Home,first,2nd,lost,8 wickets,won,slow/low,2ndinningwinner,slow/dusty
Afghanistan,won,Afghanistan,won,2nd,Zimbabwe,Bulawayo,22-Jul-14,Zimbabwe,Away,Home,2nd,first,won,2 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Zimbabwe,lost,Afghanistan,lost,first,Afghanistan,Bulawayo,22-Jul-14,Zimbabwe,Home,Away,first,2nd,lost,2 wickets,won,slow/low,2ndinningwinner,slow/dusty
Afghanistan,won,Afghanistan,lost,first,Zimbabwe,Bulawayo,24-Jul-14,Zimbabwe,Away,Home,first,2nd,lost,100 runs,won,slow/low,1stinningwinner,slow/dusty
Zimbabwe,lost,Afghanistan,won,2nd,Afghanistan,Bulawayo,24-Jul-14,Zimbabwe,Home,Away,2nd,first,won,100 runs,lost,slow/low,1stinningwinner,slow/dusty
South Africa,won,South Africa,lost,first,Zimbabwe,Bulawayo,17-Aug-14,Zimbabwe,Away,Home,first,2nd,lost,93 runs,won,slow/low,1stinningwinner,slow/dusty
Zimbabwe,lost,South Africa,won,2nd,South Africa,Bulawayo,17-Aug-14,Zimbabwe,Home,Away,2nd,first,won,93 runs,lost,slow/low,1stinningwinner,slow/dusty
South Africa,won,South Africa,lost,first,Zimbabwe,Bulawayo,19-Aug-14,Zimbabwe,Away,Home,first,2nd,lost,61 runs,won,slow/low,1stinningwinner,slow/dusty
Zimbabwe,lost,South Africa,won,2nd,South Africa,Bulawayo,19-Aug-14,Zimbabwe,Home,Away,2nd,first,won,61 runs,lost,slow/low,1stinningwinner,slow/dusty
West Indies,won,West Indies,won,2nd,Bangladesh,St Georges,20-Aug-14,West Indies,Home,Away,2nd,first,won,3 wickets,lost,slow/low/dusty,2ndinningwinner,slow/dusty
Bangladesh,lost,West Indies,lost,first,West Indies,St Georges,20-Aug-14,West Indies,Away,Home,first,2nd,lost,3 wickets,won,slow/low/dusty,2ndinningwinner,slow/dusty
South Africa,won,South Africa,won,2nd,Zimbabwe,Bulawayo,21-Aug-14,Zimbabwe,Away,Home,2nd,first,won,7 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Zimbabwe,lost,South Africa,lost,first,South Africa,Bulawayo,21-Aug-14,Zimbabwe,Home,Away,first,2nd,lost,7 wickets,won,slow/low,2ndinningwinner,slow/dusty
West Indies,won,West Indies,lost,first,Bangladesh,St Georges,22-Aug-14,West Indies,Home,Away,first,2nd,lost,177 runs,won,slow/low/dusty,1stinningwinner,slow/dusty
Bangladesh,lost,West Indies,won,2nd,West Indies,St Georges,22-Aug-14,West Indies,Away,Home,2nd,first,won,177 runs,lost,slow/low/dusty,1stinningwinner,slow/dusty
Pakistan,won,Pakistan,won,2nd,Sri Lanka,Hambantota,23-Aug-14,Sri Lanka,Away,Home,2nd,first,won,4 wickets,lost,slow/low/dusty,2ndinningwinner,dry/dusty
Sri Lanka,lost,Pakistan,lost,first,Pakistan,Hambantota,23-Aug-14,Sri Lanka,Home,Away,first,2nd,lost,4 wickets,won,slow/low/dusty,2ndinningwinner,dry/dusty
Australia,won,Australia,lost,first,Zimbabwe,Harare,25-Aug-14,Zimbabwe,Away,Home,first,2nd,lost,198 runs,won,slow/low,1stinningwinner,slow/dusty
Zimbabwe,lost,Australia,won,2nd,Australia,Harare,25-Aug-14,Zimbabwe,Home,Away,2nd,first,won,198 runs,lost,slow/low,1stinningwinner,slow/dusty
West Indies,won,West Indies,won,first,Bangladesh,Basseterre,25-Aug-14,West Indies,Home,Away,first,2nd,won,91 runs,lost, slow/low/dusty,1stinningwinner,slow/dusty
Bangladesh,lost,West Indies,lost,2nd,West Indies,Basseterre,25-Aug-14,West Indies,Away,Home,2nd,first,lost,91 runs,won, slow/low/dusty,1stinningwinner,slow/dusty
Sri Lanka,won,Sri Lanka,won,first,Pakistan,Hambantota,26-Aug-14,Sri Lanka,Home,Away,first,2nd,won,77 runs,lost,slow/low/dusty,1stinningwinner,dry/dusty
Pakistan,lost,Sri Lanka,lost,2nd,Sri Lanka,Hambantota,26-Aug-14,Sri Lanka,Away,Home,2nd,first,lost,77 runs,won,slow/low/dusty,1stinningwinner,dry/dusty
South Africa,won,South Africa,won,2nd,Australia,Harare,27-Aug-14,Zimbabwe,Neutral,Neutral,2nd,first,won,7 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Australia,lost,South Africa,lost,first,South Africa,Harare,27-Aug-14,Zimbabwe,Neutral,Neutral,first,2nd,lost,7 wickets,won,slow/low,2ndinningwinner,slow/dusty
India,won,India,lost,first,England,Cardiff,27-Aug-14,England,Home,Away,first,2nd,lost,133 runs,won, fast/green,1stinningwinner,fast/green/bouncy/swing
England,lost,India,won,2nd,India,Cardiff,27-Aug-14,England,Home,Away,2nd,first,won,133 runs,lost, fast/green,1stinningwinner,fast/green/bouncy/swing
South Africa,won,South Africa,lost,first,Zimbabwe,Harare,29-Aug-14,Zimbabwe,Away,Home,first,2nd,lost,61 runs,won,slow/low,1stinningwinner,slow/dusty
Zimbabwe,lost,South Africa,won,2nd,South Africa,Harare,29-Aug-14,Zimbabwe,Home,Away,2nd,first,won,61 runs,lost,slow/low,1stinningwinner,slow/dusty
Sri Lanka,won,Sri Lanka,lost,2nd,Pakistan,Dambulla,30-Aug-14,Sri Lanka,Home,Away,2nd,first,lost,7 wickets,won,dry/dusty,2ndinningwinner,dry/dusty
Pakistan,lost,Sri Lanka,won,first,Sri Lanka,Dambulla,30-Aug-14,Sri Lanka,Away,Home,first,2nd,won,7 wickets,lost,dry/dusty,2ndinningwinner,dry/dusty
India,won,India,won,2nd,England,Nottingham,30-Aug-14,England,Away,Home,2nd,first,won,6 wickets,lost, fast/green/bouncy,2ndinningwinner,fast/green/bouncy/swing
England,lost,India,lost,first,India,Nottingham,30-Aug-14,England,Home,Away,first,2nd,lost,6 wickets,won, fast/green/bouncy,2ndinningwinner,fast/green/bouncy/swing
Zimbabwe,won,Zimbabwe,lost,2nd,Australia,Harare,31-Aug-14,Zimbabwe,Home,Away,2nd,first,lost,3 wickets,won,slow/low,2ndinningwinner,slow/dusty
Australia,lost,Zimbabwe,won,first,Zimbabwe,Harare,31-Aug-14,Zimbabwe,Away,Home,first,2nd,won,3 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Australia,won,Australia,lost,first,South Africa,Harare,2-Sep-14,Zimbabwe,Neutral,Neutral,first,2nd,lost,62 runs,won,slow/low,1stinningwinner,slow/dusty
South Africa,lost,Australia,won,2nd,Australia,Harare,2-Sep-14,Zimbabwe,Neutral,Neutral,2nd,first,won,62 runs,lost,slow/low,1stinningwinner,slow/dusty
India,won,India,won,2nd,England,Birmingham,2-Sep-14,England,Away,Home,2nd,first,won,9 wickets,lost, fast/green/bouncy,2ndinningwinner,fast/green/bouncy/swing
England,lost,India,lost,first,India,Birmingham,2-Sep-14,England,Home,Away,first,2nd,lost,9 wickets,won, fast/green/bouncy,2ndinningwinner,fast/green/bouncy/swing
South Africa,won,South Africa,lost,first,Zimbabwe,Harare,4-Sep-14,Zimbabwe,Away,Home,first,2nd,lost,63 runs,won,slow/low,1stinningwinner,slow/dusty
Zimbabwe,lost,South Africa,won,2nd,South Africa,Harare,4-Sep-14,Zimbabwe,Home,Away,2nd,first,won,63 runs,lost,slow/low,1stinningwinner,slow/dusty
England,won,England,lost,first,India,Leeds,5-Sep-14,England,Home,Away,first,2nd,lost,41 runs,won, fast/green,1stinningwinner,fast/green/bouncy/swing
India,lost,England,won,2nd,England,Leeds,5-Sep-14,England,Away,Home,2nd,first,won,41 runs,lost, fast/green,1stinningwinner,fast/green/bouncy/swing
South Africa,won,South Africa,won,2nd,Australia,Harare,6-Sep-14,Zimbabwe,Neutral,Neutral,2nd,first,won,6 wickets,lost,slow/low,2ndinningwinner,slow/dusty
Australia,lost,South Africa,lost,first,South Africa,Harare,6-Sep-14,Zimbabwe,Neutral,Neutral,first,2nd,lost,6 wickets,won,slow/low,2ndinningwinner,slow/dusty
Australia,won,Australia,won,first,Pakistan,Sharjah,7-Oct-14,U.A.E,Neutral,Neutral,first,2nd,won,93 runs,lost,flat/dead\dry,1stinningwinner,flat/dead/dry
Pakistan,lost,Australia,lost,2nd,Australia,Sharjah,7-Oct-14,U.A.E,Neutral,Neutral,2nd,first,lost,93 runs,won,flat/dead\dry,1stinningwinner,flat/dead/dry
West Indies,won,West Indies,lost,first,India,Kochi,8-Oct-14,India,Away,Home,first,2nd,lost,124 runs,won,flat/dead\dry,1stinningwinner,flat/dead
India,lost,West Indies,won,2nd,West Indies,Kochi,8-Oct-14,India,Home,Away,2nd,first,won,124 runs,lost,flat/dead\dry,1stinningwinner,flat/dead
Australia,won,Australia,lost,2nd,Pakistan,Dubai (DSC),10-Oct-14,U.A.E,Neutral,Neutral,2nd,first,lost,5 wickets,won,flat/dead\dry,2ndinningwinner,flat/dead/dry
Pakistan,lost,Australia,won,first,Australia,Dubai (DSC),10-Oct-14,U.A.E,Neutral,Neutral,first,2nd,won,5 wickets,lost,flat/dead\dry,2ndinningwinner,flat/dead/dry
India,won,India,won,first,West Indies,Delhi,11-Oct-14,India,Neutral,Neutral,first,2nd,won,48 runs,lost,flat/dead/dry,1stinningwinner,flat/dead
West Indies,lost,India,lost,2nd,India,Delhi,11-Oct-14,India,Away,Home,2nd,first,lost,48 runs,won,flat/dead/dry,1stinningwinner,flat/dead
Australia,won,Australia,won,first,Pakistan,Abu Dhabi,12-Oct-14,Abu Dhabi,Neutral,Neutral,first,2nd,won,1 runs,lost,flat/dead\dry,1stinningwinner,flat/dead/dry
Pakistan,lost,Australia,lost,2nd,Australia,Abu Dhabi,12-Oct-14,Abu Dhabi,Neutral,Neutral,2nd,first,lost,1 runs,won,flat/dead\dry,1stinningwinner,flat/dead/dry
India,won,India,lost,first,West Indies,Dharamsala,17-Oct-14,India,Home,Away,first,2nd,lost,59 runs,won,flat/dead\dry,1stinningwinner,flat/dead
West Indies,lost,India,won,2nd,India,Dharamsala,17-Oct-14,India,Away,Home,2nd,first,won,59 runs,lost,flat/dead\dry,1stinningwinner,flat/dead
South Africa,won,South Africa,won,2nd,New Zealand,Mount Maunganui,21-Oct-14,New Zealand,Away,Home,2nd,first,won,6 wickets,lost, green/fast/bouncy ,2ndinningwinner,fast/green/swing/bouncy
New Zealand,lost,South Africa,lost,first,South Africa,Mount Maunganui,21-Oct-14,New Zealand,Home,Away,first,2nd,lost,6 wickets,won, green/fast/bouncy ,2ndinningwinner,fast/green/swing/bouncy
South Africa,won,South Africa,lost,first,New Zealand,Mount Maunganui,24-Oct-14,New Zealand,Away,Home,first,2nd,lost,72 runs,won, green/fast/bouncy ,1stinningwinner,fast/green/swing/bouncy
New Zealand,lost,South Africa,won,2nd,South Africa,Mount Maunganui,24-Oct-14,New Zealand,Home,Away,2nd,first,won,72 runs,lost, green/fast/bouncy ,1stinningwinner,fast/green/swing/bouncy
India,won,India,lost,first,Sri Lanka,Cuttack,2-Nov-14,India,Home,Away,first,2nd,lost,169 runs,won,slow/dead/flat,1stinningwinner,flat/dead
Sri Lanka,lost,India,won,2nd,India,Cuttack,2-Nov-14,India,Away,Home,2nd,first,won,169 runs,lost,slow/dead/flat,1stinningwinner,flat/dead
India,won,India,lost,2nd,Sri Lanka,Ahmedabad,6-Nov-14,India,Home,Away,2nd,first,lost,6 wickets,won,slow/dead/flat,2ndinningwinner,flat/dead
Sri Lanka,lost,India,won,first,India,Ahmedabad,6-Nov-14,India,Away,Home,first,2nd,won,6 wickets,lost,slow/dead/flat,2ndinningwinner,flat/dead
India,won,India,lost,2nd,Sri Lanka,Hyderabad (Deccan),9-Nov-14,India,Home,Away,2nd,first,lost,6 wickets,won,dusty/slow,2ndinningwinner,flat/dead
Sri Lanka,lost,India,won,first,India,Hyderabad (Deccan),9-Nov-14,India,Away,Home,first,2nd,won,6 wickets,lost,dusty/slow,2ndinningwinner,flat/dead
India,won,India,won,first,Sri Lanka,Kolkata,13-Nov-14,India,Home,Away,first,2nd,won,153 runs,lost,slow/dead/flat,1stinningwinner,flat/dead
Sri Lanka,lost,India,lost,2nd,India,Kolkata,13-Nov-14,India,Away,Home,2nd,first,lost,153 runs,won,slow/dead/flat,1stinningwinner,flat/dead
Australia,won,Australia,lost,first,South Africa,Perth,14-Nov-14,Australia,Home,Away,first,2nd,lost,32 runs,won,fast/bouncy,1stinningwinner,fast/ high bounce
South Africa,lost,Australia,won,2nd,Australia,Perth,14-Nov-14,Australia,Away,Home,2nd,first,won,32 runs,lost,fast/bouncy,1stinningwinner,fast/ high bounce
South Africa,won,South Africa,lost,2nd,Australia,Perth,16-Nov-14,Australia,Away,Home,2nd,first,lost,3 wickets,won,fast/bouncy,2ndinningwinner,fast/ high bounce
Australia,lost,South Africa,won,first,South Africa,Perth,16-Nov-14,Australia,Home,Away,first,2nd,won,3 wickets,lost,fast/bouncy,2ndinningwinner,fast/ high bounce
India,won,India,lost,2nd,Sri Lanka,Ranchi,16-Nov-14,India,Home,Away,2nd,first,lost,3 wickets,won,flat/dead\dry,2ndinningwinner,flat/dead
Sri Lanka,lost,India,won,first,India,Ranchi,16-Nov-14,India,Away,Home,first,2nd,won,3 wickets,lost,flat/dead\dry,2ndinningwinner,flat/dead
Australia,won,Australia,won,first,South Africa,Canberra,19-Nov-14,Australia,Home,Away,first,2nd,won,73 runs,lost, fast/ dusty/bouncy/dry,1stinningwinner,fast/ high bounce
South Africa,lost,Australia,lost,2nd,Australia,Canberra,19-Nov-14,Australia,Away,Home,2nd,first,lost,73 runs,won, fast/ dusty/bouncy/dry,1stinningwinner,fast/ high bounce
Australia,won,Australia,lost,2nd,South Africa,Melbourne,21-Nov-14,Australia,Home,Away,2nd,first,lost,3 wickets,won,fast/ bouncy,2ndinningwinner,fast/ high bounce
South Africa,lost,Australia,won,first,Australia,Melbourne,21-Nov-14,Australia,Away,Home,first,2nd,won,3 wickets,lost,fast/ bouncy,2ndinningwinner,fast/ high bounce
Bangladesh,won,Bangladesh,lost,first,Zimbabwe,Chattogram,21-Nov-14,Bangladesh,Home,Away,first,2nd,lost,87 runs,won,slow/dead/flat,1stinningwinner,slow/dusty
Zimbabwe,lost,Bangladesh,won,2nd,Bangladesh,Chattogram,21-Nov-14,Bangladesh,Away,Home,2nd,first,won,87 runs,lost,slow/dead/flat,1stinningwinner,slow/dusty
Australia,won,Australia,lost,2nd,South Africa,Sydney,23-Nov-14,Australia,Home,Away,2nd,first,lost,2 wickets,won,fast/ dusty/bouncy/dry,2ndinningwinner,fast/ high bounce
South Africa,lost,Australia,won,first,Australia,Sydney,23-Nov-14,Australia,Away,Home,first,2nd,won,2 wickets,lost,fast/ dusty/bouncy/dry,2ndinningwinner,fast/ high bounce
Bangladesh,won,Bangladesh,won,first,Zimbabwe,Chattogram,23-Nov-14,Bangladesh,Home,Away,first,2nd,won,68 runs,lost,slow/dead/flat,1stinningwinner,slow/dusty
Zimbabwe,lost,Bangladesh,lost,2nd,Bangladesh,Chattogram,23-Nov-14,Bangladesh,Away,Home,2nd,first,lost,68 runs,won,slow/dead/flat,1stinningwinner,slow/dusty
Bangladesh,won,Bangladesh,lost,first,Zimbabwe,Dhaka,26-Nov-14,Bangladesh,Home,Away,first,2nd,lost,124 runs,won,slow/low/dusty,1stinningwinner,slow/dusty
